Name,Year,Conference,points,points_avg,fg_made,fg_attempted,fg_pct,ft_made,ft_attempted,ft_pct,threefg_made,threefg_attempted,threefg_pct,rebounds_total,rebounds_total_avg,rebounds_offensive,rebounds_offensive_avg,rebounds_defensive,rebounds_defensive_avg,assists,assists_avg,assist_turnover_ratio,assist_pct,turnovers,turnovers_avg,turnover_pct,steals,steals_avg,steal_pct,blocks,blocks_avg,block_pct,fouls,fouls_avg,dqs,possessions,possessions_avg,points_possession_avg,floor_pct,efficiency,effective_fg_pct,true_shooting_pct,ft_rate_pct,fg_dist_pct,Seeds,Game Region,Game ID,Unique Game ID,Round 1 game score,R1 Class 1=win
Villanova,2007 2008,Big East,2547,72.8,868,2013,43.1,569,783,72.7,242,703,34.4,1257,35.9,457,13.1,800,22.9,466,13.3,0.9,53.6,499,14.3,20.5,283,8.1,11.6,98,2.8,5.3,724,20.7,27,2428,69.4,1,52.7,104.9,49.1,53.3,38.8,49.1,12,Midwest,MW3,2008MW3,75,1
Vanderbilt,2007 2008,SEC,2721,80,928,1995,46.5,562,765,73.5,303,760,39.9,1197,35.2,359,10.6,838,24.6,606,17.8,1.2,65.3,494,14.5,19.8,207,6.1,8.3,118,3.5,5.6,620,18.2,7,2492,73.3,1.1,51.7,109.2,54.1,57.6,38.3,45.9,4,Midwest,MW4,2008MW4,62,0
Siena,2007 2008,MAAC,2613,76.9,928,2058,45.1,518,752,68.9,239,626,38.2,1148,33.8,390,11.5,758,22.3,489,14.4,1.3,52.6,385,11.3,15.9,320,9.4,13.2,119,3.5,5.8,524,15.4,6,2409,70.9,1.1,53.9,108.5,50.8,54,36.5,52.7,13,Midwest,MW4,2008MW4,83,1
Cal State Fullerton,2007 2008,Big West,2700,81.8,974,2060,47.3,467,665,70.2,285,741,38.5,1182,35.8,391,11.8,791,24,505,15.3,1.1,51.8,445,13.5,18.3,296,9,12.2,50,1.5,2.6,629,19.1,12,2423,73.4,1.1,54.4,111.4,54.1,56.8,32.2,51,14,Midwest,MW5,2008MW5,56,0
Wisconsin,2007 2008,Big Ten,2421,67.3,841,1872,44.9,527,747,70.5,212,596,35.6,1292,35.9,419,11.6,873,24.3,455,12.6,1,54.1,438,12.2,19.5,221,6.1,9.8,120,3.3,6.3,515,14.3,5,2246,62.4,1.1,54.5,107.8,50.5,54.3,39.9,51.9,3,Midwest,MW5,2008MW5,71,1
USC,2007 2008,Pac 12,2277,69,820,1710,48,453,661,68.5,184,476,38.7,1106,33.5,305,9.2,801,24.3,409,12.4,0.8,49.8,482,14.6,21.9,188,5.7,8.5,145,4.4,7.4,528,16,19,2200,66.7,1,51.3,103.5,53.3,56.2,38.6,55.8,6,Midwest,MW6,2008MW6,67,0
Kansas State,2007 2008,Big 12,2574,78,916,2067,44.3,532,774,68.7,210,662,31.7,1362,41.3,539,16.3,823,24.9,511,15.5,1,55.7,501,15.2,20.9,249,7.5,10.4,113,3.4,6,666,20.2,15,2391,72.5,1.1,56.6,107.7,49.3,52.8,37.4,54.8,11,Midwest,MW6,2008MW6,80,1
Gonzaga,2007 2008,West Coast,2524,76.5,892,1838,48.5,520,730,71.2,220,586,37.5,1235,37.4,369,11.2,866,26.2,479,14.5,1,53.6,473,14.3,20.6,253,7.7,11,153,4.6,8.1,584,17.7,13,2290,69.4,1.1,54.5,110.2,54.5,57.7,39.7,53.2,7,Midwest,MW7,2008MW7,76,0
Davidson,2007 2008,SoCon,2803,77.9,1032,2199,46.9,411,573,71.7,328,901,36.4,1302,36.2,417,11.6,885,24.6,615,17.1,1.4,59.5,426,11.8,17.2,290,8.1,11.7,114,3.2,6,653,18.1,13,2471,68.6,1.1,55.2,113.4,54.3,56.7,26,50.2,10,Midwest,MW7,2008MW7,82,1
Maryland-Baltimore County,2007 2008,America East,2450,74.2,869,1928,45.1,464,640,72.5,248,637,38.9,1126,34.1,371,11.2,755,22.9,500,15.2,1.6,57.5,318,9.6,14.5,209,6.3,9.5,114,3.5,6,535,16.2,10,2179,66,1.1,55.2,112.4,51.5,54.8,33.1,50.6,15,Midwest,MW8,2008MW8,47,0
Georgetown,2007 2008,Big East,2367,69.6,855,1744,49,388,593,65.4,269,701,38.4,1190,35,335,9.9,855,25.1,527,15.5,1.2,61.6,458,13.5,21.3,236,6.9,10.9,163,4.8,8.9,600,17.6,15,2149,63.2,1.1,54,110.1,56.7,58.4,34,49.5,2,Midwest,MW8,2008MW8,66,1
Texas-Arlington,2007 2008,Southland,2422,73.4,868,1820,47.7,485,741,65.5,201,577,34.8,1249,37.8,352,10.7,897,27.2,467,14.2,0.8,53.8,565,17.1,23.7,218,6.6,9.1,87,2.6,4.4,649,19.7,17,2383,72.2,1,51.1,101.6,53.2,55.7,40.7,55,16,South,S1,2008S1,63,0
Memphis,2007 2008,C-USA,3196,79.9,1143,2454,46.6,608,991,61.4,302,865,34.9,1620,40.5,565,14.1,1055,26.4,637,15.9,1.4,55.7,470,11.8,16.6,337,8.4,11.9,244,6.1,10.6,687,17.2,13,2825,70.6,1.1,58.4,113.1,52.7,54.6,40.3,52.6,1,South,S1,2008S1,87,1
Oregon,2007 2008,Pac 12,2450,76.6,858,1788,48,455,656,69.4,279,711,39.2,1093,34.2,327,10.2,766,23.9,475,14.8,1.2,55.3,402,12.6,18.4,148,4.6,6.7,81,2.5,4.3,586,18.3,17,2180,68.1,1.1,54.1,112.4,55.7,58.3,36.6,47.2,9,South,S2,2008S2,69,0
Mississippi State,2007 2008,SEC,2489,73.2,885,1922,46,484,749,64.6,235,703,33.4,1385,40.7,410,12.1,975,28.7,448,13.2,0.9,50.6,509,15,21.4,199,5.9,8.3,267,7.9,12.4,568,16.7,13,2373,69.8,1,53.2,104.9,52.1,54.6,38.9,52.2,8,South,S2,2008S2,76,1
Temple,2007 2008,A-10,2457,72.3,857,1829,46.9,477,645,74,266,721,36.9,1108,32.6,302,8.9,806,23.7,510,15,1.2,59.5,432,12.7,19,214,6.3,9.4,148,4.4,7.6,601,17.7,14,2266,66.6,1.1,51.2,108.4,54.1,57.5,35.2,48.1,12,South,S3,2008S3,61,0
Michigan State,2007 2008,Big Ten,2564,71.2,949,1976,48,487,661,73.7,179,483,37.1,1330,36.9,440,12.2,890,24.7,631,17.5,1.3,66.4,490,13.6,21,208,5.8,8.9,152,4.2,7.7,663,18.4,22,2325,64.6,1.1,56.3,110.3,52.5,55.9,33.4,60,5,South,S3,2008S3,72,1
Oral Roberts,2007 2008,Summit League,2282,69.2,785,1783,44,489,730,67,223,604,36.9,1182,35.8,371,11.2,811,24.6,445,13.5,1,56.6,431,13.1,19.7,206,6.2,9.4,132,4,7.1,550,16.7,10,2187,66.3,1,52.2,104.3,50.2,53.5,40.9,49.2,13,South,S4,2008S4,63,0
Pittsburgh,2007 2008,Big East,2731,73.8,997,2185,45.6,512,768,66.7,225,671,33.5,1399,37.8,533,14.4,866,23.4,578,15.6,1.3,57.9,445,12,18,251,6.8,10.2,125,3.4,5.9,595,16.1,7,2459,66.5,1.1,58.1,111.1,50.7,53.5,35.1,56.5,4,South,S4,2008S4,82,1
Cornell,2007 2008,Ivy League,2136,76.3,758,1562,48.5,392,515,76.1,228,558,40.9,939,33.5,258,9.2,681,24.3,427,15.3,1.1,56.3,381,13.6,19.7,170,6.1,8.8,88,3.1,5.5,510,18.2,10,1931,69,1.1,52.2,110.6,55.8,59.1,32.9,49.6,14,South,S5,2008S5,53,0
Stanford,2007 2008,Pac 12,2553,70.9,901,2008,44.9,552,795,69.4,199,544,36.6,1409,39.1,478,13.3,931,25.9,525,14.6,1.2,58.2,442,12.3,18.8,158,4.4,6.7,187,5.2,9.3,609,16.9,5,2350,65.3,1.1,56.2,108.6,49.8,53.5,39.5,54.9,3,South,S5,2008S5,77,1
Kentucky,2007 2008,SEC,2124,68.5,735,1566,46.9,472,644,73.3,182,493,36.9,1038,33.5,301,9.7,737,23.8,395,12.7,0.8,53.7,490,15.8,23.7,206,6.6,9.9,149,4.8,8.7,584,18.8,18,2063,66.5,1,50.3,103,52.7,56.7,41.1,52,11,South,S6,2008S6,66,0
Marquette,2007 2008,Big East,2658,75.9,929,2082,44.6,554,785,70.6,246,697,35.3,1287,36.8,474,13.5,813,23.2,515,14.7,1.1,55.4,451,12.9,18.5,325,9.3,13.3,132,3.8,6.9,731,20.9,15,2428,69.4,1.1,55.3,109.5,50.5,54.1,37.7,51.3,6,South,S6,2008S6,74,1
Saint Mary's,2007 2008,West Coast,2421,75.7,845,1843,45.8,477,722,66.1,254,706,36,1215,38,395,12.3,820,25.6,468,14.6,1.1,55.3,439,13.7,19.7,231,7.2,10.3,169,5.3,9.1,557,17.4,8,2228,69.6,1.1,54.3,108.7,52.7,55.3,39.1,48.8,10,South,S7,2008S7,64,0
Miami (FL),2007 2008,ACC,2542,74.8,867,1985,43.7,572,766,74.7,236,613,38.5,1293,38,433,12.7,860,25.3,451,13.3,1,52,454,13.4,19.1,202,5.9,8.5,157,4.6,7.9,638,18.8,12,2366,69.6,1.1,53.3,107.4,49.6,54.1,38.5,49.6,7,South,S7,2008S7,78,1
Austin Peay,2007 2008,Ohio Valley,2590,74,855,1917,44.6,607,850,71.4,273,715,38.2,1107,31.6,362,10.3,745,21.3,501,14.3,1.1,58.5,440,12.6,18.3,335,9.6,13.9,75,2.1,3.9,616,17.6,13,2401,68.6,1.1,51.6,107.9,51.7,55.8,44.3,44.9,15,South,S8,2008S8,54,0
Texas,2007 2008,Big 12,2868,75.5,1032,2285,45.2,495,725,68.3,309,800,38.6,1448,38.1,496,13.1,952,25.1,501,13.2,1.4,48.5,359,9.4,14.4,228,6,9.1,198,5.2,8.9,629,16.6,7,2493,65.6,1.2,57.7,115,51.9,54.5,31.7,50.4,2,South,S8,2008S8,74,1
Mississippi Valley State,2007 2008,SWAC,2036,61.7,698,1755,39.8,493,727,67.8,147,436,33.7,1107,33.5,389,11.8,718,21.8,379,11.5,0.8,54.2,473,14.3,21.5,206,6.2,9.3,90,2.7,5.1,582,17.6,8,2195,66.5,0.9,48.7,92.8,43.9,48.4,41.4,54.1,16,West,W1,2008W1,29,0
UCLA,2007 2008,Pac 12,2867,73.5,1029,2164,47.6,595,813,73.2,214,612,35,1432,36.7,492,12.6,940,24.1,562,14.4,1.1,54.6,491,12.6,19.2,285,7.3,11.1,167,4.3,7.9,569,14.6,9,2549,65.4,1.1,57.2,112.5,52.4,56.2,37.5,56.8,1,West,W1,2008W1,70,1
Brigham Young,2007 2008,Mountain West,2580,73.7,906,1970,46,483,737,65.5,285,764,37.3,1351,38.6,365,10.4,986,28.2,587,16.8,1.2,64.7,492,14.1,20,207,5.9,8.4,135,3.9,6.6,618,17.7,12,2448,69.9,1.1,51.6,105.4,53.2,55.6,37.4,48.1,8,West,W2,2008W2,62,0
Texas A&M,2007 2008,Big 12,2548,70.8,909,1945,46.7,519,820,63.3,211,588,35.9,1402,38.9,424,11.8,978,27.2,486,13.5,1.1,53.4,458,12.7,19.3,158,4.4,6.6,145,4,7,610,16.9,11,2363,65.6,1.1,55.4,107.8,52.1,54.5,42.1,54.7,9,West,W2,2008W2,67,1
Drake,2007 2008,Missouri Valley,2440,73.9,816,1829,44.6,498,656,75.9,310,840,36.9,1127,34.2,399,12.1,728,22.1,485,14.7,1.2,59.4,390,11.8,18.3,252,7.6,11.8,85,2.6,4.8,492,14.9,4,2130,64.5,1.1,54.7,114.6,53,56.9,35.8,41.4,5,West,W3,2008W3,99,0
Western Kentucky,2007 2008,Sun Belt,2785,77.4,993,2106,47.2,529,755,70.1,270,687,39.3,1262,35.1,455,12.6,807,22.4,458,12.7,0.9,46.1,514,14.3,20.3,288,8,11.4,135,3.8,7.3,768,21.3,20,2523,70.1,1.1,55.2,110.4,53.5,56.4,35.8,51.9,12,West,W3,2008W3,101,1
Connecticut,2007 2008,Big East,2556,77.5,868,1880,46.2,652,905,72,168,465,36.1,1382,41.9,449,13.6,933,28.3,488,14.8,1.1,56.2,451,13.7,19.4,189,5.7,8.1,285,8.6,13.1,503,15.2,7,2319,70.3,1.1,56.4,110.2,50.6,55.3,48.1,54.7,4,West,W4,2008W4,69,0
San Diego,2007 2008,West Coast,2365,65.7,868,1925,45.1,452,673,67.2,177,520,34,1207,33.5,384,10.7,823,22.9,476,13.2,0.9,54.8,538,14.9,22.4,250,6.9,10.4,113,3.1,5.9,629,17.5,10,2395,66.5,1,50.8,98.7,49.6,52.6,34.9,58.4,13,West,W4,2008W4,70,1
Georgia,2007 2008,SEC,2314,68.1,840,1956,42.9,430,633,67.9,204,619,33,1295,38.1,451,13.3,844,24.8,396,11.6,0.8,47.1,505,14.9,21.9,228,6.7,9.9,116,3.4,5.9,611,18,11,2302,67.7,1,52.4,100.5,48.1,51.2,32.3,54.9,14,West,W5,2008W5,61,0
Xavier,2007 2008,A-10,2780,75.1,936,1973,47.4,626,836,74.9,282,721,39.1,1322,35.7,412,11.1,910,24.6,564,15.2,1.2,60.2,480,13,19.7,206,5.6,8.4,125,3.4,6.1,641,17.3,9,2430,65.7,1.1,54.9,114.4,54.5,58.6,42.3,47,3,West,W5,2008W5,73,1
Baylor,2007 2008,Big 12,2601,81.3,899,1979,45.4,528,711,74.3,275,727,37.8,1196,37.4,384,12,812,25.4,388,12.1,1,43.1,403,12.6,17.2,237,7.4,10.1,138,4.3,7.1,664,20.8,19,2337,70.8,1.1,53.8,111.3,52.3,56.1,35.9,47.9,11,West,W6,2008W6,79,0
Purdue,2007 2008,Big Ten,2367,69.6,806,1900,42.4,502,705,71.2,253,679,37.3,1124,33.1,389,11.4,735,21.6,451,13.3,1,55.9,436,12.8,19.1,286,8.4,12.5,147,4.3,8.7,671,19.7,18,2279,67,1,51.1,103.9,49,52.9,37.1,46.7,6,West,W6,2008W6,90,1
Arizona,2007 2008,Pac 12,2443,71.9,843,1765,47.8,536,716,74.9,221,566,39,1052,30.9,281,8.3,771,22.7,526,15.5,1.3,62.3,414,12.2,18.5,189,5.6,8.4,120,3.5,6.2,556,16.4,8,2237,65.8,1.1,51.5,109.2,54,58,40.5,50.9,10,West,W7,2008W7,65,0
West Virginia,2007 2008,Big East,2769,74.8,983,2169,45.3,539,782,68.9,264,743,35.5,1332,36,453,12.2,879,23.8,571,15.4,1.4,58,413,11.2,16.5,257,6.9,10.3,188,5.1,9.6,709,19.2,18,2490,67.3,1.1,55.6,111.2,51.4,54.4,36,51.9,7,West,W7,2008W7,75,1
Belmont,2007 2008,Atlantic Sun,2714,79.8,938,2078,45.1,481,689,69.8,357,979,36.5,1248,36.7,424,12.5,824,24.2,587,17.3,1.2,62.5,498,14.6,20,290,8.5,11.6,65,1.9,3.3,626,18.4,9,2479,72.9,1.1,52.8,109.5,53.7,56.4,33.1,42.8,15,West,W8,2008W8,70,0
Duke,2007 2008,ACC,2830,83.2,964,2084,46.3,594,852,69.7,308,816,37.7,1255,36.9,426,12.5,829,24.4,497,14.6,1.1,51.5,462,13.6,18.2,295,8.7,11.6,133,3.9,6.5,653,19.2,13,2529,74.4,1.1,54.5,111.9,53.6,56.8,40.8,46.3,2,West,W8,2008W8,71,1
East Tennessee State,2008 2009,Atlantic Sun,2657,78.1,944,2044,46.2,574,810,70.9,195,590,33.1,1290,37.9,395,11.6,895,26.3,429,12.6,0.9,45.4,477,14,19.1,287,8.4,11.5,131,3.9,6.5,621,18.3,17,2502,73.6,1.06,53.1,106.2,51,54.7,39.6,56.4,16,East,E1,2009E1,62,0
Pittsburgh,2008 2009,Big East,2787,77.4,1040,2173,47.9,482,713,67.6,225,640,35.2,1433,39.8,533,14.8,900,25,633,17.6,1.45,60.9,436,12.1,18.1,246,6.8,10.2,138,3.8,6.8,582,16.2,9,2406,66.8,1.16,60.3,115.8,53,55.5,32.8,58.5,1,East,E1,2009E1,72,1
Tennessee,2008 2009,SEC,2665,78.4,957,2105,45.5,522,772,67.6,229,728,31.5,1316,38.7,485,14.3,831,24.4,554,16.3,1.23,57.9,452,13.3,18.6,225,6.6,9.2,124,3.6,6.4,643,18.9,10,2434,71.6,1.09,56.4,109.5,50.9,53.9,36.7,54.6,9,East,E2,2009E2,75,0
Oklahoma State,2008 2009,Big 12,2830,80.9,948,2059,46,607,812,74.8,327,851,38.4,1223,34.9,346,9.9,877,25.1,446,12.7,1.03,47,431,12.3,17,266,7.6,10.5,82,2.3,4.1,744,21.3,27,2537,72.5,1.12,52,111.5,54,57.9,39.4,43.9,8,East,E2,2009E2,77,1
Florida State,2008 2009,ACC,2392,68.3,820,1886,43.5,536,739,72.5,216,631,34.2,1253,35.8,399,11.4,854,24.4,423,12.1,0.77,51.6,548,15.7,22.9,284,8.1,11.9,202,5.8,10.1,656,18.7,18,2392,68.3,1,50.1,100,49.2,53.5,39.2,50.5,5,East,E3,2009E3,59,0
Wisconsin,2008 2009,Big Ten,2106,63.8,735,1686,43.6,423,583,72.6,213,592,36,1020,30.9,317,9.6,703,21.3,393,11.9,1.19,53.5,330,10,16.6,163,4.9,8.2,86,2.6,5.4,529,16,8,1982,60.1,1.06,52.2,106.3,49.9,53.6,34.6,49.6,12,East,E3,2009E3,61,1
Portland State,2008 2009,Big Sky,2421,73.4,863,1899,45.4,378,557,67.9,317,835,38,1116,33.8,388,11.8,728,22.1,503,15.2,1.11,58.3,453,13.7,20.4,245,7.4,11,93,2.8,5.1,553,16.8,6,2226,67.5,1.09,53.2,108.8,53.8,55.9,29.3,45.1,13,East,E4,2009E4,59,0
Xavier,2008 2009,A-10,2508,71.7,847,1846,45.9,575,851,67.6,239,607,39.4,1378,39.4,420,12,958,27.4,464,13.3,0.91,54.8,511,14.6,21.7,185,5.3,7.9,178,5.1,9,650,18.6,14,2351,67.2,1.07,53.8,106.7,52.4,55.7,46.1,48.5,4,East,E4,2009E4,77,1
American University,2008 2009,Patriot,2065,64.5,751,1614,46.5,333,514,64.8,230,615,37.4,1046,32.7,302,9.4,744,23.2,421,13.2,1,56.1,422,13.2,21.2,176,5.5,8.8,79,2.5,4.9,580,18.1,4,1989,62.2,1.04,51.7,103.8,53.7,55.6,31.8,50.5,14,East,E5,2009E5,67,0
Villanova,2008 2009,Big East,2919,76.8,990,2193,45.1,692,919,75.3,247,701,35.2,1449,38.1,477,12.6,972,25.6,551,14.5,1.09,55.7,505,13.3,19,300,7.9,11.3,128,3.4,6,733,19.3,19,2663,70.1,1.1,54.4,109.6,50.8,55.5,41.9,50.9,3,East,E5,2009E5,80,1
Virginia Commonwealth,2008 2009,CAA,2440,71.8,866,1878,46.1,486,689,70.5,222,601,36.9,1152,33.9,362,10.6,790,23.2,469,13.8,1.09,54.2,431,12.7,19,257,7.6,11.3,155,4.6,8.4,654,19.2,17,2269,66.7,1.08,53.2,107.5,52,55.3,36.7,52.8,11,East,E6,2009E6,64,0
UCLA,2008 2009,Pac 12,2642,75.5,967,1973,49,446,616,72.4,262,656,39.9,1151,32.9,395,11.3,756,21.6,541,15.5,1.23,55.9,440,12.6,19,292,8.3,12.6,110,3.1,6.1,598,17.1,8,2312,66.1,1.14,56.4,114.3,55.7,58.3,31.2,53.4,6,East,E6,2009E6,65,1
Minnesota,2008 2009,Big Ten,2189,66.3,782,1772,44.1,437,611,71.5,188,575,32.7,1136,34.4,397,12,739,22.4,466,14.1,0.98,59.6,477,14.5,22.4,274,8.3,12.9,201,6.1,11.8,588,17.8,8,2132,64.6,1.03,52.4,102.7,49.4,53.1,34.5,54.3,10,East,E7,2009E7,62,0
Texas,2008 2009,Big 12,2532,72.3,917,2063,44.4,532,797,66.8,166,506,32.8,1360,38.9,496,14.2,864,24.7,448,12.8,1.01,48.9,442,12.6,18.6,217,6.2,9.1,187,5.3,9.5,674,19.3,10,2377,67.9,1.07,56.4,106.5,48.5,51.9,38.6,59.3,7,East,E7,2009E7,76,1
Binghamton,2008 2009,America East,2239,70,778,1764,44.1,491,733,67,192,575,33.4,1101,34.4,357,11.2,744,23.2,383,12,0.89,49.2,431,13.5,19.7,227,7.1,10.4,134,4.2,7.6,652,20.4,17,2185,68.3,1.02,51.7,102.5,49.5,53,41.6,52.3,15,East,E8,2009E8,62,0
Duke,2008 2009,ACC,2867,77.5,971,2186,44.4,658,904,72.8,267,766,34.9,1348,36.4,490,13.2,858,23.2,492,13.3,1.08,50.7,454,12.3,17.6,311,8.4,12.1,146,3.9,7,671,18.1,8,2575,69.6,1.11,55.3,111.3,50.5,54.8,41.4,49.1,2,East,E8,2009E8,86,1
Morehead State,2008 2009,Ohio Valley,2511,69.8,865,1978,43.7,593,823,72.1,188,565,33.3,1401,38.9,498,13.8,903,25.1,464,12.9,0.83,53.6,557,15.5,23,239,6.6,9.9,139,3.9,7,656,18.2,25,2426,67.4,1.04,53.8,103.5,48.5,53,41.6,53.9,16,Midwest,MW1,2009MW1,54,0
Louisville,2008 2009,Big East,2748,74.3,1001,2189,45.7,441,687,64.2,305,827,36.9,1395,37.7,464,12.5,931,25.2,625,16.9,1.23,62.4,508,13.7,19.9,335,9.1,13.1,223,6,10.6,625,16.9,9,2553,69,1.08,54.3,107.6,52.7,54.6,31.4,50.7,1,Midwest,MW1,2009MW1,74,1
Ohio State,2008 2009,Big Ten,2206,66.8,778,1618,48.1,434,619,70.1,216,576,37.5,1024,31,266,8.1,758,23,440,13.3,1,56.6,439,13.3,21.1,194,5.9,9.3,175,5.3,9.6,500,15.2,5,2083,63.1,1.06,50.8,105.9,54.8,57.7,38.3,51,8,Midwest,MW2,2009MW2,72,0
Siena,2008 2009,MAAC,2709,77.4,1007,2157,46.7,511,769,66.4,184,558,33,1273,36.4,438,12.5,835,23.9,534,15.3,1.16,53,462,13.2,18.2,309,8.8,12.2,159,4.5,7.4,519,14.8,10,2539,72.5,1.07,55.2,106.7,51,53.7,35.7,60.8,9,Midwest,MW2,2009MW2,74,1
Utah,2008 2009,Mountain West,2421,71.2,819,1727,47.4,541,693,78.1,242,655,36.9,1193,35.1,279,8.2,914,26.9,458,13.5,0.98,55.9,469,13.8,20.9,171,5,7.6,166,4.9,8.8,631,18.6,9,2245,66,1.08,50,107.8,54.4,58.9,40.1,47.7,5,Midwest,MW3,2009MW3,71,0
Arizona,2008 2009,Pac 12,2529,72.3,897,1892,47.4,523,709,73.8,212,548,38.7,1182,33.8,387,11.1,795,22.7,500,14.3,1.13,55.7,442,12.6,19.4,217,6.2,9.5,104,3,5.1,547,15.6,11,2279,65.1,1.11,55,111,53,56.7,37.5,54.2,12,Midwest,MW3,2009MW3,84,1
Wake Forest,2008 2009,ACC,2510,81,906,1849,49,572,804,71.1,126,394,32,1262,40.7,390,12.6,872,28.1,405,13.1,0.82,44.7,492,15.9,21.1,258,8.3,11.1,176,5.7,9.1,583,18.8,11,2331,75.2,1.08,55.4,107.7,52.4,56.3,43.5,62.2,4,Midwest,MW4,2009MW4,69,0
Cleveland State,2008 2009,Horizon,2455,66.4,882,2043,43.2,511,729,70.1,180,578,31.1,1267,34.2,441,11.9,826,22.3,512,13.8,1.13,58,454,12.3,18.9,320,8.6,13.3,118,3.2,6.3,679,18.4,7,2398,64.8,1.02,53,102.4,47.6,51.4,35.7,57.2,13,Midwest,MW4,2009MW4,84,1
North Dakota State,2008 2009,Summit League,2659,80.6,943,1936,48.7,535,724,73.9,238,578,41.2,1171,35.5,363,11,808,24.5,487,14.8,1.32,51.6,370,11.2,16.2,231,7,10.1,108,3.3,5.7,538,16.3,9,2284,69.2,1.16,56.6,116.4,54.9,58.3,37.4,53,14,Midwest,MW5,2009MW5,74,0
Kansas,2008 2009,Big 12,2674,76.4,945,1979,47.8,567,782,72.5,217,585,37.1,1371,39.2,421,12,950,27.1,556,15.9,1.09,58.8,508,14.5,20.9,236,6.7,9.7,155,4.4,7.7,662,18.9,11,2436,69.6,1.1,54.9,109.8,53.2,56.9,39.5,54.5,3,Midwest,MW5,2009MW5,84,1
West Virginia,2008 2009,Big East,2521,72,886,2067,42.9,518,742,69.8,231,703,32.9,1340,38.3,532,15.2,808,23.1,530,15.1,1.26,59.8,420,12,18.2,233,6.7,10.1,159,4.5,8.8,660,18.9,13,2310,66,1.09,57,109.1,48.5,52.1,35.9,52,6,Midwest,MW6,2009MW6,60,0
Dayton,2008 2009,A-10,2339,66.8,831,1972,42.1,487,753,64.7,190,579,32.8,1328,37.9,484,13.8,844,24.1,485,13.9,1.02,58.4,475,13.6,20.5,227,6.5,9.8,124,3.5,6.7,672,19.2,10,2317,66.2,1.01,53.7,100.9,47,50.2,38.2,54.8,11,Midwest,MW6,2009MW6,68,1
Boston College,2008 2009,ACC,2528,74.4,885,2000,44.3,541,733,73.8,217,649,33.4,1259,37,485,14.3,774,22.8,503,14.8,1.1,56.8,457,13.4,19.7,208,6.1,9,147,4.3,7.3,614,18.1,16,2318,68.2,1.09,55.8,109.1,49.7,53.8,36.6,52.8,7,Midwest,MW7,2009MW7,55,0
USC,2008 2009,Pac 12,2397,68.5,872,1843,47.3,524,778,67.4,129,396,32.6,1247,35.6,409,11.7,838,23.9,438,12.5,0.9,50.2,487,13.9,21.2,224,6.4,9.8,165,4.7,8.6,580,16.6,17,2295,65.6,1.04,55,104.4,50.8,54.2,42.2,62,10,Midwest,MW7,2009MW7,72,1
Robert Morris,2008 2009,NEC,2467,70.5,880,1859,47.3,481,683,70.4,226,573,39.4,1161,33.2,353,10.1,808,23.1,536,15.3,1.01,60.9,530,15.1,22.4,301,8.6,12.7,121,3.5,6.6,693,19.8,14,2361,67.5,1.04,51.6,104.5,53.4,56.5,36.7,53,15,Midwest,MW8,2009MW8,62,0
Michigan State,2008 2009,Big Ten,2737,72,962,2135,45.1,612,877,69.8,201,567,35.4,1482,39,533,14,949,25,611,16.1,1.15,63.5,532,14,20.9,248,6.5,9.8,107,2.8,5.3,733,19.3,9,2540,68.6,1.08,56.1,107.8,49.8,53.6,41.1,55.6,2,Midwest,MW8,2009MW8,77,1
Radford,2008 2009,Big South,2491,75.5,884,1917,46.1,560,825,67.9,163,463,35.2,1372,41.6,418,12.7,954,28.9,466,14.1,0.86,52.7,539,16.3,22.2,225,6.8,9.3,154,4.7,7.4,607,18.4,17,2428,73.6,1.03,53,102.6,50.4,53.9,43,57.9,16,South,S1,2009S1,58,0
North Carolina,2008 2009,ACC,3413,89.8,1205,2509,48,739,983,75.2,264,682,38.7,1597,42,556,14.6,1041,27.4,685,18,1.45,56.8,472,12.4,16.4,325,8.6,11.3,196,5.2,7.9,609,16,6,2884,75.9,1.18,59.1,118.3,53.3,57.3,39.2,55.1,1,South,S1,2009S1,101,1
Butler,2008 2009,Horizon,2168,67.8,705,1609,43.8,501,692,72.4,257,731,35.2,1094,34.2,328,10.2,766,23.9,417,13,1.04,59.1,400,12.5,19.8,193,6,9.6,102,3.2,6.1,567,17.7,9,2016,63,1.08,51.4,107.5,51.8,55.9,43,41.3,9,South,S2,2009S2,71,0
LSU,2008 2009,SEC,2617,74.8,937,2093,44.8,530,740,71.6,213,572,37.2,1365,39,475,13.6,890,25.4,529,15.1,1.24,56.5,425,12.1,17.7,267,7.6,11.1,212,6.1,10.6,607,17.3,10,2398,68.5,1.09,56.1,109.1,49.9,53.5,35.4,55.3,8,South,S2,2009S2,75,1
Illinois,2008 2009,Big Ten,2204,64.8,859,1865,46.1,298,419,71.1,188,537,35,1127,33.1,320,9.4,807,23.7,595,17.5,1.42,69.3,420,12.4,19.4,199,5.9,9.2,122,3.6,6.6,521,15.3,9,2160,63.5,1.02,51.6,102,51.1,53.4,22.5,60.9,5,South,S3,2009S3,72,0
Western Kentucky,2008 2009,Sun Belt,2454,72.2,871,1929,45.2,446,647,68.9,266,714,37.3,1251,36.8,432,12.7,819,24.1,454,13.4,1,52.1,452,13.3,20,193,5.7,8.5,111,3.3,5.8,587,17.3,8,2262,68.5,1.08,54.7,108.5,52,54.9,33.5,49.3,12,South,S3,2009S3,76,1
