"tmpID","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold"
4000,"3 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
5592,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
2285,"","","","","","","","",""
3176,"","","","","","","","",""
5536,"","","","","","","","",""
842,"3 family-oriented magazine purchases","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ","Yes"
5523,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","5 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","8 financial magazine purchases",""
542,"","","","","","","","","Yes"
1346,"","","","","","","","",""
2200,"","","","","","","2 Do-It-Yourself magazine purchases","","Yes"
3449,"","","","","","","","",""
4605,"","","","","","","","",""
3305,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","2 financial magazine purchases",""
838,"2 family-oriented magazine purchases","1 female magazine purchase ","","3 gardening magazine purchases","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
4927,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","","Yes"
5074,"","","","","","1 health and fitness magazine purchase ","","",""
4745,"","","","","","","","",""
5564,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
5552,"","","","","","","","",""
4417,"","","","","","","","","Yes"
890,"","","","","","","","",""
5924,"","","","","","3 health and fitness magazine purchases","","",""
516,"","","","","","","","",""
5920,"","","","","","","","",""
623,"","","","","","","","",""
1746,"","","","","","1 health and fitness magazine purchase ","","","Yes"
1259,"1 family-oriented magazine purchase ","","","","","","","",""
4867,"1 family-oriented magazine purchase ","","","","","","","",""
2907,"","1 female magazine purchase ","","","","","","",""
4992,"2 family-oriented magazine purchases","","","2 gardening magazine purchases","1 culinary magazine purchase ","4 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
2728,"","","","","","","","",""
4773,"","","","","","","","",""
2500,"","","","","","","","",""
3269,"","","","","","","","",""
696,"","","","","","","","",""
5877,"","","","","","","","",""
5105,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
2850,"","","","","","","","",""
1735,"","","","","","","","",""
4649,"","","","","","","","",""
4669,"","2 female magazine purchases","","2 gardening magazine purchases","1 culinary magazine purchase ","7 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
568,"3 family-oriented magazine purchases","1 female magazine purchase ","","","","","","",""
443,"","","","","","","","",""
1376,"","","","","","","","",""
5324,"","","","","","","","",""
3299,"","","","","","","","",""
2407,"","","","","","","","","Yes"
2776,"","","","","","","","",""
5655,"","","","","","","","","Yes"
2939,"","","","","","","","2 financial magazine purchases",""
541,"","","","","","","","",""
3969,"","","","","","","","",""
1277,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","2 financial magazine purchases",""
2020,"","","","","","","","",""
5579,"","","","","","","","",""
502,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","1 health and fitness magazine purchase ","4 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
5158,"","","","","","","","",""
2872,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
2566,"","","","","","","","",""
4294,"","","","","","","","",""
1364,"","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","","Yes"
5630,"2 family-oriented magazine purchases","","","","","6 health and fitness magazine purchases","","2 financial magazine purchases","Yes"
3042,"","","","","","","","","Yes"
2282,"","","","","","","","",""
715,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
5983,"1 family-oriented magazine purchase ","","","","","","1 Do-It-Yourself magazine purchase ","","Yes"
4366,"","","","","","","","",""
4413,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","2 financial magazine purchases","Yes"
2952,"","1 female magazine purchase ","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
2634,"","","","","","","","",""
2749,"1 family-oriented magazine purchase ","","","","","","","","Yes"
2945,"","","","","","1 health and fitness magazine purchase ","","",""
1607,"","","","","","","","",""
5136,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","","","",""
3243,"","","","","","","","",""
5937,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","","",""
445,"","","","","","","","",""
4282,"1 family-oriented magazine purchase ","","","","","4 health and fitness magazine purchases","","3 financial magazine purchases",""
3702,"","","","","","","","",""
2028,"","","","","","","","",""
4729,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ","Yes"
5990,"","","","2 gardening magazine purchases","1 culinary magazine purchase ","","2 Do-It-Yourself magazine purchases","",""
539,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","1 culinary magazine purchase ","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","2 financial magazine purchases","Yes"
5073,"","","","","","1 health and fitness magazine purchase ","","","Yes"
5489,"","","","","","","","",""
664,"","","","","","","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
4785,"","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","","Yes"
3456,"","","","","","1 health and fitness magazine purchase ","","",""
5727,"","","","","","","","",""
4606,"","","","","","","","",""
4400,"","","","","","2 health and fitness magazine purchases","","",""
1424,"","","","","","","","",""
5601,"","","","","","","","",""
2075,"","","","","","","","",""
3159,"","","","","","","","",""
1379,"","","","","","","","",""
2543,"","","","","","","","",""
148,"","","","","","","","",""
5688,"","","","","","","","",""
3639,"","","","","","","","",""
5165,"1 family-oriented magazine purchase ","","","","","","","",""
1040,"","","","","","1 health and fitness magazine purchase ","","",""
4603,"","","","","","","","",""
3512,"1 family-oriented magazine purchase ","","","4 gardening magazine purchases","","5 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
1818,"","","","","","","","",""
2521,"","","","","","2 health and fitness magazine purchases","","",""
4720,"","","","","","","","","Yes"
5864,"3 family-oriented magazine purchases","1 female magazine purchase ","","1 gardening magazine purchase ","1 culinary magazine purchase ","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","3 financial magazine purchases",""
1188,"","","","","","","","",""
2358,"1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
2117,"","","","1 gardening magazine purchase ","","","","",""
1226,"","","","","","","","",""
2267,"","","","","","","","","Yes"
2988,"","","","","","","","",""
4554,"","","","","","","","",""
2239,"","","","","","","","",""
1288,"","","","","","","","","Yes"
4213,"1 family-oriented magazine purchase ","","","","","","","",""
2567,"","","","","","","","",""
2353,"","","","","","","","",""
1751,"2 family-oriented magazine purchases","","","","","5 health and fitness magazine purchases","","",""
559,"","","","","","","","",""
1673,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","",""
4364,"","","","","","1 health and fitness magazine purchase ","","","Yes"
2485,"","","","","","","","",""
678,"1 family-oriented magazine purchase ","","","","","6 health and fitness magazine purchases","","4 financial magazine purchases",""
274,"","","","","","","","",""
4713,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
1551,"","","","","","","","",""
2601,"","","","","","","","",""
724,"1 family-oriented magazine purchase ","","","","","","","","Yes"
1292,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
1131,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","","","",""
5328,"","","","","","","","",""
2489,"","","","","","","","",""
5083,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
5287,"1 family-oriented magazine purchase ","","","","","","","",""
2931,"","","","","","","","",""
4146,"","","","2 gardening magazine purchases","","2 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","3 financial magazine purchases","Yes"
1087,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","Yes"
5479,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
2639,"1 family-oriented magazine purchase ","","","","","","","",""
3362,"","","","1 gardening magazine purchase ","1 culinary magazine purchase ","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","","Yes"
5898,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
5174,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
3768,"","","","","","","","",""
133,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","","",""
1431,"2 family-oriented magazine purchases","","","","","","2 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
3201,"","","","","","","","","Yes"
3731,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
3012,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
4118,"","","","","","","","",""
3021,"","","","","","","","",""
2149,"","","","","","1 health and fitness magazine purchase ","","",""
